date,iso3,country,confirmed
2020-02-26,ALB,Albania,0
2020-02-27,ALB,Albania,0
2020-02-28,ALB,Albania,0
2020-02-29,ALB,Albania,0
2020-03-01,ALB,Albania,0
2020-03-02,ALB,Albania,0
2020-03-03,ALB,Albania,0
2020-03-04,ALB,Albania,0
2020-03-05,ALB,Albania,0
2020-03-06,ALB,Albania,0
2020-03-07,ALB,Albania,0
2020-03-08,ALB,Albania,0
2020-03-09,ALB,Albania,2
2020-03-10,ALB,Albania,10
2020-03-11,ALB,Albania,12
2020-03-12,ALB,Albania,23
2020-03-13,ALB,Albania,33
2020-03-14,ALB,Albania,38
2020-03-15,ALB,Albania,42
2020-03-16,ALB,Albania,51
2020-03-17,ALB,Albania,55
2020-03-18,ALB,Albania,59
2020-03-19,ALB,Albania,64
2020-03-20,ALB,Albania,70
2020-03-21,ALB,Albania,76
2020-03-22,ALB,Albania,89
2020-03-23,ALB,Albania,104
2020-03-24,ALB,Albania,123
2020-03-25,ALB,Albania,146
2020-03-26,ALB,Albania,174
2020-03-27,ALB,Albania,186
2020-03-28,ALB,Albania,197
2020-03-29,ALB,Albania,212
2020-03-30,ALB,Albania,223
2020-03-31,ALB,Albania,243
2020-04-01,ALB,Albania,259
2020-04-02,ALB,Albania,277
2020-04-03,ALB,Albania,304
2020-04-04,ALB,Albania,333
2020-04-05,ALB,Albania,361
2020-04-06,ALB,Albania,377
2020-04-07,ALB,Albania,383
2020-04-08,ALB,Albania,400
2020-04-09,ALB,Albania,409
2020-04-10,ALB,Albania,416
2020-04-11,ALB,Albania,433
2020-04-12,ALB,Albania,446
2020-04-13,ALB,Albania,467
2020-04-14,ALB,Albania,475
2020-04-15,ALB,Albania,494
2020-04-16,ALB,Albania,518
2020-04-17,ALB,Albania,539
2020-04-18,ALB,Albania,548
2020-04-19,ALB,Albania,562
2020-04-20,ALB,Albania,584
2020-04-21,ALB,Albania,609
2020-04-22,ALB,Albania,634
2020-04-23,ALB,Albania,663
2020-04-24,ALB,Albania,678
2020-04-25,ALB,Albania,712
2020-04-26,ALB,Albania,726
2020-04-27,ALB,Albania,736
2020-04-28,ALB,Albania,750
2020-04-29,ALB,Albania,766
2020-04-30,ALB,Albania,773
2020-05-01,ALB,Albania,782
2020-05-02,ALB,Albania,789
2020-01-24,DZA,Algeria,0
2020-01-25,DZA,Algeria,0
2020-01-26,DZA,Algeria,0
2020-01-27,DZA,Algeria,0
2020-01-28,DZA,Algeria,0
2020-01-29,DZA,Algeria,0
2020-01-30,DZA,Algeria,0
2020-01-31,DZA,Algeria,0
2020-02-01,DZA,Algeria,0
2020-02-02,DZA,Algeria,0
2020-02-03,DZA,Algeria,0
2020-02-04,DZA,Algeria,0
2020-02-05,DZA,Algeria,0
2020-02-06,DZA,Algeria,0
2020-02-07,DZA,Algeria,0
2020-02-08,DZA,Algeria,0
2020-02-09,DZA,Algeria,0
2020-02-10,DZA,Algeria,0
2020-02-11,DZA,Algeria,0
2020-02-12,DZA,Algeria,0
2020-02-13,DZA,Algeria,0
2020-02-14,DZA,Algeria,0
2020-02-15,DZA,Algeria,0
2020-02-16,DZA,Algeria,0
2020-02-17,DZA,Algeria,0
2020-02-18,DZA,Algeria,0
2020-02-19,DZA,Algeria,0
2020-02-20,DZA,Algeria,0
2020-02-21,DZA,Algeria,0
2020-02-22,DZA,Algeria,0
2020-02-23,DZA,Algeria,0
2020-02-24,DZA,Algeria,0
2020-02-25,DZA,Algeria,1
2020-02-26,DZA,Algeria,1
2020-02-27,DZA,Algeria,1
2020-02-28,DZA,Algeria,1
2020-02-29,DZA,Algeria,1
2020-03-01,DZA,Algeria,1
2020-03-02,DZA,Algeria,3
2020-03-03,DZA,Algeria,5
2020-03-04,DZA,Algeria,12
2020-03-05,DZA,Algeria,12
2020-03-06,DZA,Algeria,17
2020-03-07,DZA,Algeria,17
2020-03-08,DZA,Algeria,19
2020-03-09,DZA,Algeria,20
2020-03-10,DZA,Algeria,20
2020-03-11,DZA,Algeria,20
2020-03-12,DZA,Algeria,24
2020-03-13,DZA,Algeria,26
2020-03-14,DZA,Algeria,37
2020-03-15,DZA,Algeria,48
2020-03-16,DZA,Algeria,54
2020-03-17,DZA,Algeria,60
2020-03-18,DZA,Algeria,74
2020-03-19,DZA,Algeria,87
2020-03-20,DZA,Algeria,90
2020-03-21,DZA,Algeria,139
2020-03-22,DZA,Algeria,201
2020-03-23,DZA,Algeria,230
2020-03-24,DZA,Algeria,264
2020-03-25,DZA,Algeria,302
2020-03-26,DZA,Algeria,367
2020-03-27,DZA,Algeria,409
2020-03-28,DZA,Algeria,454
2020-03-29,DZA,Algeria,511
2020-03-30,DZA,Algeria,584
2020-03-31,DZA,Algeria,716
2020-04-01,DZA,Algeria,847
2020-04-02,DZA,Algeria,986
2020-04-03,DZA,Algeria,1171
2020-04-04,DZA,Algeria,1251
2020-04-05,DZA,Algeria,1320
2020-04-06,DZA,Algeria,1423
2020-04-07,DZA,Algeria,1468
2020-04-08,DZA,Algeria,1572
2020-04-09,DZA,Algeria,1666
2020-04-10,DZA,Algeria,1761
2020-04-11,DZA,Algeria,1825
2020-04-12,DZA,Algeria,1914
2020-04-13,DZA,Algeria,1983
2020-04-14,DZA,Algeria,2070
2020-04-15,DZA,Algeria,2160
2020-04-16,DZA,Algeria,2268
2020-04-17,DZA,Algeria,2418
2020-04-18,DZA,Algeria,2534
2020-04-19,DZA,Algeria,2629
2020-04-20,DZA,Algeria,2718
2020-04-21,DZA,Algeria,2811
2020-04-22,DZA,Algeria,2910
2020-04-23,DZA,Algeria,3007
2020-04-24,DZA,Algeria,3127
2020-04-25,DZA,Algeria,3256
2020-04-26,DZA,Algeria,3382
2020-04-27,DZA,Algeria,3517
2020-04-28,DZA,Algeria,3649
2020-04-29,DZA,Algeria,3848
2020-04-30,DZA,Algeria,4006
2020-05-01,DZA,Algeria,4154
2020-05-02,DZA,Algeria,4154
2020-01-24,RU-ALT,Altayskiy kray,0
2020-01-25,RU-ALT,Altayskiy kray,0
2020-01-26,RU-ALT,Altayskiy kray,0
2020-01-27,RU-ALT,Altayskiy kray,0
2020-01-28,RU-ALT,Altayskiy kray,0
2020-01-29,RU-ALT,Altayskiy kray,0
2020-01-30,RU-ALT,Altayskiy kray,0
2020-01-31,RU-ALT,Altayskiy kray,0
2020-02-01,RU-ALT,Altayskiy kray,0
2020-02-02,RU-ALT,Altayskiy kray,0
2020-02-03,RU-ALT,Altayskiy kray,0
2020-02-04,RU-ALT,Altayskiy kray,0
2020-02-05,RU-ALT,Altayskiy kray,0
2020-02-06,RU-ALT,Altayskiy kray,0
2020-02-07,RU-ALT,Altayskiy kray,0
2020-02-08,RU-ALT,Altayskiy kray,0
2020-02-09,RU-ALT,Altayskiy kray,0
2020-02-10,RU-ALT,Altayskiy kray,0
2020-02-11,RU-ALT,Altayskiy kray,0
2020-02-12,RU-ALT,Altayskiy kray,0
2020-02-13,RU-ALT,Altayskiy kray,0
2020-02-14,RU-ALT,Altayskiy kray,0
2020-02-15,RU-ALT,Altayskiy kray,0
2020-02-16,RU-ALT,Altayskiy kray,0
2020-02-17,RU-ALT,Altayskiy kray,0
2020-02-18,RU-ALT,Altayskiy kray,0
2020-02-19,RU-ALT,Altayskiy kray,0
2020-02-20,RU-ALT,Altayskiy kray,0
2020-02-21,RU-ALT,Altayskiy kray,0
2020-02-22,RU-ALT,Altayskiy kray,0
2020-02-23,RU-ALT,Altayskiy kray,0
2020-02-24,RU-ALT,Altayskiy kray,0
2020-02-25,RU-ALT,Altayskiy kray,0
2020-02-26,RU-ALT,Altayskiy kray,0
2020-02-27,RU-ALT,Altayskiy kray,0
2020-02-28,RU-ALT,Altayskiy kray,0
2020-02-29,RU-ALT,Altayskiy kray,0
2020-03-01,RU-ALT,Altayskiy kray,0
2020-03-02,RU-ALT,Altayskiy kray,0
2020-03-03,RU-ALT,Altayskiy kray,0
2020-03-04,RU-ALT,Altayskiy kray,0
2020-03-05,RU-ALT,Altayskiy kray,0
2020-03-06,RU-ALT,Altayskiy kray,0
2020-03-07,RU-ALT,Altayskiy kray,0
2020-03-08,RU-ALT,Altayskiy kray,0
2020-03-09,RU-ALT,Altayskiy kray,0
2020-03-10,RU-ALT,Altayskiy kray,0
2020-03-11,RU-ALT,Altayskiy kray,0
2020-03-12,RU-ALT,Altayskiy kray,0
2020-03-13,RU-ALT,Altayskiy kray,0
2020-03-14,RU-ALT,Altayskiy kray,0
2020-03-15,RU-ALT,Altayskiy kray,0
2020-03-16,RU-ALT,Altayskiy kray,0
2020-03-17,RU-ALT,Altayskiy kray,0
2020-03-18,RU-ALT,Altayskiy kray,0
2020-03-19,RU-ALT,Altayskiy kray,0
2020-03-20,RU-ALT,Altayskiy kray,0
2020-03-21,RU-ALT,Altayskiy kray,0
2020-03-22,RU-ALT,Altayskiy kray,0
2020-03-23,RU-ALT,Altayskiy kray,0
2020-03-24,RU-ALT,Altayskiy kray,0
2020-03-25,RU-ALT,Altayskiy kray,0
2020-03-26,RU-ALT,Altayskiy kray,0
2020-03-27,RU-ALT,Altayskiy kray,0
2020-03-28,RU-ALT,Altayskiy kray,0
2020-03-29,RU-ALT,Altayskiy kray,0
2020-03-30,RU-ALT,Altayskiy kray,1
2020-03-31,RU-ALT,Altayskiy kray,2
2020-04-01,RU-ALT,Altayskiy kray,3
2020-04-02,RU-ALT,Altayskiy kray,4
2020-04-03,RU-ALT,Altayskiy kray,4
2020-04-04,RU-ALT,Altayskiy kray,7
2020-04-05,RU-ALT,Altayskiy kray,7
2020-04-06,RU-ALT,Altayskiy kray,12
2020-04-07,RU-ALT,Altayskiy kray,12
2020-04-08,RU-ALT,Altayskiy kray,18
2020-04-09,RU-ALT,Altayskiy kray,21
2020-04-10,RU-ALT,Altayskiy kray,21
2020-04-11,RU-ALT,Altayskiy kray,29
2020-04-12,RU-ALT,Altayskiy kray,29
2020-04-13,RU-ALT,Altayskiy kray,31
2020-04-14,RU-ALT,Altayskiy kray,36
2020-04-15,RU-ALT,Altayskiy kray,39
2020-04-16,RU-ALT,Altayskiy kray,48
2020-04-17,RU-ALT,Altayskiy kray,53
2020-04-18,RU-ALT,Altayskiy kray,63
2020-04-19,RU-ALT,Altayskiy kray,72
2020-04-20,RU-ALT,Altayskiy kray,84
2020-04-21,RU-ALT,Altayskiy kray,127
2020-04-22,RU-ALT,Altayskiy kray,136
2020-04-23,RU-ALT,Altayskiy kray,144
2020-04-24,RU-ALT,Altayskiy kray,152
2020-04-25,RU-ALT,Altayskiy kray,215
2020-04-26,RU-ALT,Altayskiy kray,283
2020-04-27,RU-ALT,Altayskiy kray,310
2020-04-28,RU-ALT,Altayskiy kray,324
2020-04-29,RU-ALT,Altayskiy kray,348
2020-04-30,RU-ALT,Altayskiy kray,382
2020-05-01,RU-ALT,Altayskiy kray,423
2020-05-02,RU-ALT,Altayskiy kray,451
2020-01-24,RU-AMU,Amursk oblast,0
2020-01-25,RU-AMU,Amursk oblast,0
2020-01-26,RU-AMU,Amursk oblast,0
2020-01-27,RU-AMU,Amursk oblast,0
2020-01-28,RU-AMU,Amursk oblast,0
2020-01-29,RU-AMU,Amursk oblast,0
2020-01-30,RU-AMU,Amursk oblast,0
2020-01-31,RU-AMU,Amursk oblast,0
2020-02-01,RU-AMU,Amursk oblast,0
2020-02-02,RU-AMU,Amursk oblast,0
2020-02-03,RU-AMU,Amursk oblast,0
2020-02-04,RU-AMU,Amursk oblast,0
2020-02-05,RU-AMU,Amursk oblast,0
2020-02-06,RU-AMU,Amursk oblast,0
2020-02-07,RU-AMU,Amursk oblast,0
2020-02-08,RU-AMU,Amursk oblast,0
2020-02-09,RU-AMU,Amursk oblast,0
2020-02-10,RU-AMU,Amursk oblast,0
2020-02-11,RU-AMU,Amursk oblast,0
2020-02-12,RU-AMU,Amursk oblast,0
2020-02-13,RU-AMU,Amursk oblast,0
2020-02-14,RU-AMU,Amursk oblast,0
2020-02-15,RU-AMU,Amursk oblast,0
2020-02-16,RU-AMU,Amursk oblast,0
2020-02-17,RU-AMU,Amursk oblast,0
2020-02-18,RU-AMU,Amursk oblast,0
2020-02-19,RU-AMU,Amursk oblast,0
2020-02-20,RU-AMU,Amursk oblast,0
2020-02-21,RU-AMU,Amursk oblast,0
2020-02-22,RU-AMU,Amursk oblast,0
2020-02-23,RU-AMU,Amursk oblast,0
2020-02-24,RU-AMU,Amursk oblast,0
2020-02-25,RU-AMU,Amursk oblast,0
2020-02-26,RU-AMU,Amursk oblast,0
2020-02-27,RU-AMU,Amursk oblast,0
2020-02-28,RU-AMU,Amursk oblast,0
2020-02-29,RU-AMU,Amursk oblast,0
2020-03-01,RU-AMU,Amursk oblast,0
2020-03-02,RU-AMU,Amursk oblast,0
2020-03-03,RU-AMU,Amursk oblast,0
2020-03-04,RU-AMU,Amursk oblast,0
2020-03-05,RU-AMU,Amursk oblast,0
2020-03-06,RU-AMU,Amursk oblast,0
2020-03-07,RU-AMU,Amursk oblast,0
2020-03-08,RU-AMU,Amursk oblast,0
2020-03-09,RU-AMU,Amursk oblast,0
2020-03-10,RU-AMU,Amursk oblast,0
2020-03-11,RU-AMU,Amursk oblast,0
2020-03-12,RU-AMU,Amursk oblast,0
2020-03-13,RU-AMU,Amursk oblast,0
2020-03-14,RU-AMU,Amursk oblast,0
2020-03-15,RU-AMU,Amursk oblast,0
2020-03-16,RU-AMU,Amursk oblast,0
2020-03-17,RU-AMU,Amursk oblast,0
2020-03-18,RU-AMU,Amursk oblast,0
2020-03-19,RU-AMU,Amursk oblast,0
2020-03-20,RU-AMU,Amursk oblast,0
2020-03-21,RU-AMU,Amursk oblast,0
2020-03-22,RU-AMU,Amursk oblast,0
2020-03-23,RU-AMU,Amursk oblast,0
2020-03-24,RU-AMU,Amursk oblast,0
2020-03-25,RU-AMU,Amursk oblast,0
2020-03-26,RU-AMU,Amursk oblast,0
2020-03-27,RU-AMU,Amursk oblast,0
2020-03-28,RU-AMU,Amursk oblast,0
2020-03-29,RU-AMU,Amursk oblast,1
2020-03-30,RU-AMU,Amursk oblast,1
2020-03-31,RU-AMU,Amursk oblast,1
2020-04-01,RU-AMU,Amursk oblast,1
2020-04-02,RU-AMU,Amursk oblast,1
2020-04-03,RU-AMU,Amursk oblast,1
2020-04-04,RU-AMU,Amursk oblast,4
2020-04-05,RU-AMU,Amursk oblast,4
2020-04-06,RU-AMU,Amursk oblast,4
2020-04-07,RU-AMU,Amursk oblast,4
2020-04-08,RU-AMU,Amursk oblast,4
2020-04-09,RU-AMU,Amursk oblast,4
2020-04-10,RU-AMU,Amursk oblast,4
2020-04-11,RU-AMU,Amursk oblast,6
2020-04-12,RU-AMU,Amursk oblast,17
2020-04-13,RU-AMU,Amursk oblast,6
2020-04-14,RU-AMU,Amursk oblast,6
2020-04-15,RU-AMU,Amursk oblast,6
2020-04-16,RU-AMU,Amursk oblast,9
2020-04-17,RU-AMU,Amursk oblast,11
2020-04-18,RU-AMU,Amursk oblast,14
2020-04-19,RU-AMU,Amursk oblast,16
2020-04-20,RU-AMU,Amursk oblast,20
2020-04-21,RU-AMU,Amursk oblast,20
2020-04-22,RU-AMU,Amursk oblast,23
2020-04-23,RU-AMU,Amursk oblast,25
2020-04-24,RU-AMU,Amursk oblast,28
2020-04-25,RU-AMU,Amursk oblast,33
2020-04-26,RU-AMU,Amursk oblast,36
2020-04-27,RU-AMU,Amursk oblast,40
2020-04-28,RU-AMU,Amursk oblast,41
2020-04-29,RU-AMU,Amursk oblast,46
2020-04-30,RU-AMU,Amursk oblast,56
2020-05-01,RU-AMU,Amursk oblast,67
2020-05-02,RU-AMU,Amursk oblast,72
2020-01-24,AND,Andorra,0
2020-01-25,AND,Andorra,0
2020-01-26,AND,Andorra,0
2020-01-27,AND,Andorra,0
2020-01-28,AND,Andorra,0
2020-01-29,AND,Andorra,0
2020-01-30,AND,Andorra,0
2020-01-31,AND,Andorra,0
2020-02-01,AND,Andorra,0
2020-02-02,AND,Andorra,0
2020-02-03,AND,Andorra,0
2020-02-04,AND,Andorra,0
2020-02-05,AND,Andorra,0
2020-02-06,AND,Andorra,0
2020-02-07,AND,Andorra,0
2020-02-08,AND,Andorra,0
2020-02-09,AND,Andorra,0
2020-02-10,AND,Andorra,0
2020-02-11,AND,Andorra,0
2020-02-12,AND,Andorra,0
2020-02-13,AND,Andorra,0
2020-02-14,AND,Andorra,0
2020-02-15,AND,Andorra,0
2020-02-16,AND,Andorra,0
2020-02-17,AND,Andorra,0
2020-02-18,AND,Andorra,0
2020-02-19,AND,Andorra,0
2020-02-20,AND,Andorra,0
2020-02-21,AND,Andorra,0
2020-02-22,AND,Andorra,0
2020-02-23,AND,Andorra,0
2020-02-24,AND,Andorra,0
2020-02-25,AND,Andorra,0
2020-02-26,AND,Andorra,0
2020-02-27,AND,Andorra,0
2020-02-28,AND,Andorra,0
2020-02-29,AND,Andorra,0
2020-03-01,AND,Andorra,0
2020-03-02,AND,Andorra,1
2020-03-03,AND,Andorra,1
2020-03-04,AND,Andorra,1
2020-03-05,AND,Andorra,1
2020-03-06,AND,Andorra,1
2020-03-07,AND,Andorra,1
2020-03-08,AND,Andorra,1
2020-03-09,AND,Andorra,1
2020-03-10,AND,Andorra,1
2020-03-11,AND,Andorra,1
2020-03-12,AND,Andorra,1
2020-03-13,AND,Andorra,1
2020-03-14,AND,Andorra,1
2020-03-15,AND,Andorra,1
2020-03-16,AND,Andorra,2
2020-03-17,AND,Andorra,39
2020-03-18,AND,Andorra,39
2020-03-19,AND,Andorra,53
2020-03-20,AND,Andorra,75
2020-03-21,AND,Andorra,88
2020-03-22,AND,Andorra,113
2020-03-23,AND,Andorra,133
2020-03-24,AND,Andorra,164
2020-03-25,AND,Andorra,188
2020-03-26,AND,Andorra,224
2020-03-27,AND,Andorra,267
2020-03-28,AND,Andorra,308
2020-03-29,AND,Andorra,334
2020-03-30,AND,Andorra,370
2020-03-31,AND,Andorra,376
2020-04-01,AND,Andorra,390
2020-04-02,AND,Andorra,428
2020-04-03,AND,Andorra,439
2020-04-04,AND,Andorra,466
2020-04-05,AND,Andorra,501
2020-04-06,AND,Andorra,525
2020-04-07,AND,Andorra,545
2020-04-08,AND,Andorra,564
2020-04-09,AND,Andorra,583
2020-04-10,AND,Andorra,601
2020-04-11,AND,Andorra,601
2020-04-12,AND,Andorra,638
2020-04-13,AND,Andorra,646
2020-04-14,AND,Andorra,659
2020-04-15,AND,Andorra,673
2020-04-16,AND,Andorra,673
2020-04-17,AND,Andorra,696
2020-04-18,AND,Andorra,704
2020-04-19,AND,Andorra,713
2020-04-20,AND,Andorra,717
2020-04-21,AND,Andorra,717
2020-04-22,AND,Andorra,723
2020-04-23,AND,Andorra,723
2020-04-24,AND,Andorra,731
2020-04-25,AND,Andorra,738
2020-04-26,AND,Andorra,738
2020-04-27,AND,Andorra,743
2020-04-28,AND,Andorra,743
2020-04-29,AND,Andorra,743
2020-04-30,AND,Andorra,745
2020-05-01,AND,Andorra,745
2020-05-02,AND,Andorra,745
2020-01-24,AGO,Angola,0
2020-01-25,AGO,Angola,0
2020-01-26,AGO,Angola,0
2020-01-27,AGO,Angola,0
2020-01-28,AGO,Angola,0
2020-01-29,AGO,Angola,0
2020-01-30,AGO,Angola,0
2020-01-31,AGO,Angola,0
2020-02-01,AGO,Angola,0
2020-02-02,AGO,Angola,0
2020-02-03,AGO,Angola,0
2020-02-04,AGO,Angola,0
2020-02-05,AGO,Angola,0
2020-02-06,AGO,Angola,0
2020-02-07,AGO,Angola,0
2020-02-08,AGO,Angola,0
2020-02-09,AGO,Angola,0
2020-02-10,AGO,Angola,0
2020-02-11,AGO,Angola,0
2020-02-12,AGO,Angola,0
2020-02-13,AGO,Angola,0
2020-02-14,AGO,Angola,0
2020-02-15,AGO,Angola,0
2020-02-16,AGO,Angola,0
2020-02-17,AGO,Angola,0
2020-02-18,AGO,Angola,0
2020-02-19,AGO,Angola,0
2020-02-20,AGO,Angola,0
2020-02-21,AGO,Angola,0
2020-02-22,AGO,Angola,0
2020-02-23,AGO,Angola,0
2020-02-24,AGO,Angola,0
2020-02-25,AGO,Angola,0
2020-02-26,AGO,Angola,0
2020-02-27,AGO,Angola,0
2020-02-28,AGO,Angola,0
2020-02-29,AGO,Angola,0
2020-03-01,AGO,Angola,0
2020-03-02,AGO,Angola,0
2020-03-03,AGO,Angola,0
2020-03-04,AGO,Angola,0
2020-03-05,AGO,Angola,0
2020-03-06,AGO,Angola,0
2020-03-07,AGO,Angola,0
2020-03-08,AGO,Angola,0
2020-03-09,AGO,Angola,0
2020-03-10,AGO,Angola,0
2020-03-11,AGO,Angola,0
2020-03-12,AGO,Angola,0
2020-03-13,AGO,Angola,0
2020-03-14,AGO,Angola,0
2020-03-15,AGO,Angola,0
2020-03-16,AGO,Angola,0
2020-03-17,AGO,Angola,0
2020-03-18,AGO,Angola,0
2020-03-19,AGO,Angola,0
2020-03-20,AGO,Angola,1
2020-03-21,AGO,Angola,2
2020-03-22,AGO,Angola,2
2020-03-23,AGO,Angola,3
2020-03-24,AGO,Angola,3
2020-03-25,AGO,Angola,3
2020-03-26,AGO,Angola,4
2020-03-27,AGO,Angola,4
2020-03-28,AGO,Angola,5
2020-03-29,AGO,Angola,7
2020-03-30,AGO,Angola,7
2020-03-31,AGO,Angola,7
2020-04-01,AGO,Angola,8
2020-04-02,AGO,Angola,8
2020-04-03,AGO,Angola,8
2020-04-04,AGO,Angola,10
2020-04-05,AGO,Angola,14
2020-04-06,AGO,Angola,16
2020-04-07,AGO,Angola,17
2020-04-08,AGO,Angola,19
2020-04-09,AGO,Angola,19
2020-04-10,AGO,Angola,19
2020-04-11,AGO,Angola,19
2020-04-12,AGO,Angola,19
2020-04-13,AGO,Angola,19
2020-04-14,AGO,Angola,19
2020-04-15,AGO,Angola,19
2020-04-16,AGO,Angola,19
2020-04-17,AGO,Angola,19
2020-04-18,AGO,Angola,24
2020-04-19,AGO,Angola,24
2020-04-20,AGO,Angola,24
2020-04-21,AGO,Angola,24
2020-04-22,AGO,Angola,25
2020-04-23,AGO,Angola,25
2020-04-24,AGO,Angola,25
2020-04-25,AGO,Angola,25
2020-04-26,AGO,Angola,26
2020-04-27,AGO,Angola,27
2020-04-28,AGO,Angola,27
2020-04-29,AGO,Angola,27
2020-04-30,AGO,Angola,27
2020-05-01,AGO,Angola,30
2020-05-02,AGO,Angola,30
2020-01-24,ATG,Antigua and Barbuda,0
2020-01-25,ATG,Antigua and Barbuda,0
2020-01-26,ATG,Antigua and Barbuda,0
2020-01-27,ATG,Antigua and Barbuda,0
2020-01-28,ATG,Antigua and Barbuda,0
